INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
18271	反应迟钝(NPC)虚弱身法	16	StdImpact016	1	33	-1	33	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	0	0	Con修正%(0为无效)	0	0	SPR修正%(0为无效)	0	0	INT修正%(0为无效)	0	0	DEX修正%(0为无效)	-30	0			0			0			0			0			0			0			0			0			0			0			0	
18272	反应迟钝(NPC)虚弱身法	16	StdImpact016	1	33	-1	33	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	0	0	Con修正%(0为无效)	0	0	SPR修正%(0为无效)	0	0	INT修正%(0为无效)	0	0	DEX修正%(0为无效)	-30	0			0			0			0			0			0			0			0			0			0			0			0	
18273	反应迟钝(NPC)虚弱身法	16	StdImpact016	1	33	-1	33	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	0	0	Con修正%(0为无效)	0	0	SPR修正%(0为无效)	0	0	INT修正%(0为无效)	0	0	DEX修正%(0为无效)	-30	0			0			0			0			0			0			0			0			0			0			0			0	
18274	反应迟钝(NPC)虚弱身法	16	StdImpact016	1	33	-1	33	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	0	0	Con修正%(0为无效)	0	0	SPR修正%(0为无效)	0	0	INT修正%(0为无效)	0	0	DEX修正%(0为无效)	-30	0			0			0			0			0			0			0			0			0			0			0			0	
18281	身体虚弱(NPC)虚弱血气上限	12	StdImpact012	1	32	-1	32	130	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	-22	-0.1	MAX_MP修正率	-22	-0.1	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率		0	0
18282	身体虚弱(NPC)虚弱血气上限	12	StdImpact012	1	32	-1	32	140	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	-23	-0.1	MAX_MP修正率	-23	-0.1	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率		0	0
18283	身体虚弱(NPC)虚弱血气上限	12	StdImpact012	1	32	-1	32	150	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	-24	-0.1	MAX_MP修正率	-24	-0.1	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率		0	0
18284	身体虚弱(NPC)虚弱血气上限	12	StdImpact012	1	32	-1	32	160	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	-25	-0.1	MAX_MP修正率	-25	-0.1	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率		0	0
18291	无精打采(NPC)虚弱体力定力	16	StdImpact016	1	35	-1	35	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	0	0	Con修正%(0为无效)	-30	0	SPR修正%(0为无效)	0	0	INT修正%(0为无效)	-30	0	DEX修正%(0为无效)	0	0			0			0			0			0			0			0			0			0			0			0			0	
18292	无精打采(NPC)虚弱体力定力	16	StdImpact016	1	35	-1	35	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	0	0	Con修正%(0为无效)	-30	0	SPR修正%(0为无效)	0	0	INT修正%(0为无效)	-30	0	DEX修正%(0为无效)	0	0			0			0			0			0			0			0			0			0			0			0			0	
18293	无精打采(NPC)虚弱体力定力	16	StdImpact016	1	35	-1	35	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	0	0	Con修正%(0为无效)	-30	0	SPR修正%(0为无效)	0	0	INT修正%(0为无效)	-30	0	DEX修正%(0为无效)	0	0			0			0			0			0			0			0			0			0			0			0			0	
18294	无精打采(NPC)虚弱体力定力	16	StdImpact016	1	35	-1	35	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	0	0	Con修正%(0为无效)	-30	0	SPR修正%(0为无效)	0	0	INT修正%(0为无效)	-30	0	DEX修正%(0为无效)	0	0			0			0			0			0			0			0			0			0			0			0			0	
18301	内力外泄(NPC)虚弱力量灵气	16	StdImpact016	1	34	-1	34	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	-30	0	Con修正%(0为无效)	0	0	SPR修正%(0为无效)	-30	0	INT修正%(0为无效)	0	0	DEX修正%(0为无效)	0	0			0			0			0			0			0			0			0			0			0			0			0	
18302	内力外泄(NPC)虚弱力量灵气	16	StdImpact016	1	34	-1	34	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	-30	0	Con修正%(0为无效)	0	0	SPR修正%(0为无效)	-30	0	INT修正%(0为无效)	0	0	DEX修正%(0为无效)	0	0			0			0			0			0			0			0			0			0			0			0			0	
18303	内力外泄(NPC)虚弱力量灵气	16	StdImpact016	1	34	-1	34	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	-30	0	Con修正%(0为无效)	0	0	SPR修正%(0为无效)	-30	0	INT修正%(0为无效)	0	0	DEX修正%(0为无效)	0	0			0			0			0			0			0			0			0			0			0			0			0	
18304	内力外泄(NPC)虚弱力量灵气	16	StdImpact016	1	34	-1	34	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	STR修正%(0为无效)	-30	0	Con修正%(0为无效)	0	0	SPR修正%(0为无效)	-30	0	INT修正%(0为无效)	0	0	DEX修正%(0为无效)	0	0			0			0			0			0			0			0			0			0			0			0			0	
18311	弱不禁风(NPC)破绽防御	12	StdImpact012	1	25	-1	25	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	-30	0	魔法攻击修正率	0	0	魔法防御修正率	-30	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18312	弱不禁风(NPC)破绽防御	12	StdImpact012	1	25	-1	25	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	-30	0	魔法攻击修正率	0	0	魔法防御修正率	-30	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18313	弱不禁风(NPC)破绽防御	12	StdImpact012	1	25	-1	25	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	-30	0	魔法攻击修正率	0	0	魔法防御修正率	-30	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18314	弱不禁风(NPC)破绽防御	12	StdImpact012	1	25	-1	25	0	-1	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	-30	0	魔法攻击修正率	0	0	魔法防御修正率	-30	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18321	噬血(NPC)	10	StdImpact010	1	5	-1	5	130	-1	0	1	0	0	0	0	0	0	0	10000	1000	0	0	0	0	0	子效果1数据索引	18331	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
18322	噬血(NPC)	10	StdImpact010	1	5	-1	5	140	-1	0	1	0	0	0	0	0	0	0	10000	1000	0	0	0	0	0	子效果1数据索引	18332	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
18323	噬血(NPC)	10	StdImpact010	1	5	-1	5	150	-1	0	1	0	0	0	0	0	0	0	10000	1000	0	0	0	0	0	子效果1数据索引	18333	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
18324	噬血(NPC)	10	StdImpact010	1	5	-1	5	160	-1	0	1	0	0	0	0	0	0	0	10000	1000	0	0	0	0	0	子效果1数据索引	18334	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
18331	噬血HPDOT5减血	1	STD_IMPACT_001	0	6	-1	5	130	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	117	1.5			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18332	噬血HPDOT5减血	1	STD_IMPACT_001	0	6	-1	5	140	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	126	1.5			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18333	噬血HPDOT5减血	1	STD_IMPACT_001	0	6	-1	5	150	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	135	1.5			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18334	噬血HPDOT5减血	1	STD_IMPACT_001	0	6	-1	5	160	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	144	1.5			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18341	中毒（NPC）	10	StdImpact010	1	2	-1	2	130	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1数据索引	18351	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
18342	中毒（NPC）	10	StdImpact010	1	2	-1	2	140	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1数据索引	18352	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
18343	中毒（NPC）	10	StdImpact010	1	2	-1	2	150	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1数据索引	18353	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
18344	中毒（NPC）	10	StdImpact010	1	2	-1	2	160	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1数据索引	18354	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	
18351	中毒HPDOT2减血	1	STD_IMPACT_001	0	6	-1	2	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	10	0.6			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18352	中毒HPDOT2减血	1	STD_IMPACT_001	0	6	-1	2	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	10	0.6			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18353	中毒HPDOT2减血	1	STD_IMPACT_001	0	6	-1	2	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	10	0.6			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18354	中毒HPDOT2减血	1	STD_IMPACT_001	0	6	-1	2	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	10	0.6			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
18361	治疗(NPC)	5	StdImpact005	0	10	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	10	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
18362	治疗(NPC)	5	StdImpact005	0	10	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	10	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
18363	治疗(NPC)	5	StdImpact005	0	10	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	10	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
18364	治疗(NPC)	5	StdImpact005	0	10	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改百分率	10	0	MP修改百分率	0	0	Rage修改百分率	0	0	StrikePoint修改百分率	0	0			0			0			0			0			0			0			0			0			0			0			0			0	
18371	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	14	-1	-1	131	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	130	0	驱散个数	35	0	驱散集合1	60	0	驱散集合2	52	0	驱散集合3	53	0	驱散集合4	45	0		5	0		6	0		-1	0		-1	0			0			0			0			0			0			0	
18372	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	14	-1	-1	141	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	140	0	驱散个数	35	0	驱散集合1	60	0	驱散集合2	52	0	驱散集合3	53	0	驱散集合4	45	0		5	0		6	0		-1	0		-1	0			0			0			0			0			0			0	
18373	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	14	-1	-1	151	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	150	0	驱散个数	35	0	驱散集合1	60	0	驱散集合2	52	0	驱散集合3	53	0	驱散集合4	45	0		5	0		6	0		-1	0		-1	0			0			0			0			0			0			0	
18374	净化驱散SOT，DOT(NPC)	18	StdImpact018	0	14	-1	-1	161	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	160	0	驱散个数	35	0	驱散集合1	60	0	驱散集合2	52	0	驱散集合3	53	0	驱散集合4	45	0		5	0		6	0		-1	0		-1	0			0			0			0			0			0			0	
18381	石肤增加防御(NPC)	12	StdImpact012	1	44	-1	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	426	2.150712661	魔法攻击修正率	0	0	魔法防御修正率	30	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18382	石肤增加防御(NPC)	12	StdImpact012	1	44	-1	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	459	2.150712661	魔法攻击修正率	0	0	魔法防御修正率	30	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18383	石肤增加防御(NPC)	12	StdImpact012	1	44	-1	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	491	2.150712661	魔法攻击修正率	0	0	魔法防御修正率	30	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18384	石肤增加防御(NPC)	12	StdImpact012	1	44	-1	44	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	522	2.150712661	魔法攻击修正率	0	0	魔法防御修正率	30	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18391	破抗(NPC)	11	StdImpact011	1	27	-1	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	-65	0	火系攻击修正	0	0	火系抗性修正	-65	0	电系攻击修正	0	0	电系抗性修正	-65	0	毒系攻击修正	0	0	毒系抗性修正	-65	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
18392	破抗(NPC)	11	StdImpact011	1	27	-1	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	-75	0	火系攻击修正	0	0	火系抗性修正	-75	0	电系攻击修正	0	0	电系抗性修正	-75	0	毒系攻击修正	0	0	毒系抗性修正	-75	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
18393	破抗(NPC)	11	StdImpact011	1	27	-1	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	-80	0	火系攻击修正	0	0	火系抗性修正	-80	0	电系攻击修正	0	0	电系抗性修正	-80	0	毒系攻击修正	0	0	毒系抗性修正	-80	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
18394	破抗(NPC)	11	StdImpact011	1	27	-1	27	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	-85	0	火系攻击修正	0	0	火系抗性修正	-85	0	电系攻击修正	0	0	电系抗性修正	-85	0	毒系攻击修正	0	0	毒系抗性修正	-85	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
18401	嗜血增加物攻(NPC)	12	StdImpact012	1	39	-1	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	426	2.150712661	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18402	嗜血增加物攻(NPC)	12	StdImpact012	1	39	-1	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	459	2.150712661	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18403	嗜血增加物攻(NPC)	12	StdImpact012	1	39	-1	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	491	2.150712661	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18404	嗜血增加物攻(NPC)	12	StdImpact012	1	39	-1	39	0	-1	0	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击修正率	522	2.150712661	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
18411	烈爪狂击（＋外攻）	3	StdImpact003	0	190	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	6403	32.26068991	魔法攻击+	6403	32.26068991	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18412	烈爪狂击（＋外攻）	3	StdImpact003	0	190	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	6887	32.26068991	魔法攻击+	6887	32.26068991	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18413	烈爪狂击（＋外攻）	3	StdImpact003	0	190	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	7371	32.26068991	魔法攻击+	7371	32.26068991	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18414	烈爪狂击（＋外攻）	3	StdImpact003	0	190	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	7843	32.26068991	魔法攻击+	7843	32.26068991	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
18421	利牙咆哮（＋外攻）	3	StdImpact003	0	190	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	6403	32.26068991	魔法攻击+	6403	32.26068991	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	无相截指-迟缓
