INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
236	1600	9628	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	91399	1542687	91399	1542687	91399	1542687	91399	1542687	91399	1542687	91399	1542687	91399	1542687	91399	1542687	91399	1542687
237	1600	9628	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	92098	1542687	92098	1542687	92098	1542687	92098	1542687	92098	1542687	92098	1542687	92098	1542687	92098	1542687	92098	1542687
238	1600	9628	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	92797	1542687	92797	1542687	92797	1542687	92797	1542687	92797	1542687	92797	1542687	92797	1542687	92797	1542687	92797	1542687
239	1600	9628	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	93496	1542687	93496	1542687	93496	1542687	93496	1542687	93496	1542687	93496	1542687	93496	1542687	93496	1542687	93496	1542687
240	1600	9628	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	94195	1542687	94195	1542687	94195	1542687	94195	1542687	94195	1542687	94195	1542687	94195	1542687	94195	1542687	94195	1542687
241	1600	9628	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	94894	1542687	94894	1542687	94894	1542687	94894	1542687	94894	1542687	94894	1542687	94894	1542687	94894	1542687	94894	1542687
242	1600	9628	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	95593	1542687	95593	1542687	95593	1542687	95593	1542687	95593	1542687	95593	1542687	95593	1542687	95593	1542687	95593	1542687
243	1600	9628	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	96292	1542687	96292	1542687	96292	1542687	96292	1542687	96292	1542687	96292	1542687	96292	1542687	96292	1542687	96292	1542687
244	1600	9628	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	96991	1542687	96991	1542687	96991	1542687	96991	1542687	96991	1542687	96991	1542687	96991	1542687	96991	1542687	96991	1542687
245	1600	9628	16329	385671	91235	1157015	91235	1157015	24446	578507	24446	578507	91235	1157015	16329	385671	91235	1157015	91235	1157015	24446	578507	24446	578507	91235	1157015	16329	385671	91235	1157015	91235	1157015	24446	578507	24446	578507	91235	1157015	16329	385671	91235	1157015	91235	1157015	24446	578507	24446	578507	91235	1157015	16329	385671	91235	1157015	91235	1157015	24446	578507	24446	578507	91235	1157015	16329	385671	91235	1157015	91235	1157015	24446	578507	24446	578507	91235	1157015	16329	385671	91235	1157015	91235	1157015	24446	578507	24446	578507	91235	1157015	16329	385671	91235	1157015	91235	1157015	24446	578507	24446	578507	91235	1157015	16329	385671	91235	1157015	91235	1157015	24446	578507	24446	578507	91235	1157015	97690	1542687	97690	1542687	97690	1542687	97690	1542687	97690	1542687	97690	1542687	97690	1542687	97690	1542687	97690	1542687
246	1600	9628	16446	385671	91888	1157015	91888	1157015	24621	578507	24621	578507	91888	1157015	16446	385671	91888	1157015	91888	1157015	24621	578507	24621	578507	91888	1157015	16446	385671	91888	1157015	91888	1157015	24621	578507	24621	578507	91888	1157015	16446	385671	91888	1157015	91888	1157015	24621	578507	24621	578507	91888	1157015	16446	385671	91888	1157015	91888	1157015	24621	578507	24621	578507	91888	1157015	16446	385671	91888	1157015	91888	1157015	24621	578507	24621	578507	91888	1157015	16446	385671	91888	1157015	91888	1157015	24621	578507	24621	578507	91888	1157015	16446	385671	91888	1157015	91888	1157015	24621	578507	24621	578507	91888	1157015	16446	385671	91888	1157015	91888	1157015	24621	578507	24621	578507	91888	1157015	98389	1542687	98389	1542687	98389	1542687	98389	1542687	98389	1542687	98389	1542687	98389	1542687	98389	1542687	98389	1542687
247	1600	9628	16563	385671	92541	1157015	92541	1157015	24796	578507	24796	578507	92541	1157015	16563	385671	92541	1157015	92541	1157015	24796	578507	24796	578507	92541	1157015	16563	385671	92541	1157015	92541	1157015	24796	578507	24796	578507	92541	1157015	16563	385671	92541	1157015	92541	1157015	24796	578507	24796	578507	92541	1157015	16563	385671	92541	1157015	92541	1157015	24796	578507	24796	578507	92541	1157015	16563	385671	92541	1157015	92541	1157015	24796	578507	24796	578507	92541	1157015	16563	385671	92541	1157015	92541	1157015	24796	578507	24796	578507	92541	1157015	16563	385671	92541	1157015	92541	1157015	24796	578507	24796	578507	92541	1157015	16563	385671	92541	1157015	92541	1157015	24796	578507	24796	578507	92541	1157015	99088	1542687	99088	1542687	99088	1542687	99088	1542687	99088	1542687	99088	1542687	99088	1542687	99088	1542687	99088	1542687
248	1600	9628	16680	385671	93194	1157015	93194	1157015	24971	578507	24971	578507	93194	1157015	16680	385671	93194	1157015	93194	1157015	24971	578507	24971	578507	93194	1157015	16680	385671	93194	1157015	93194	1157015	24971	578507	24971	578507	93194	1157015	16680	385671	93194	1157015	93194	1157015	24971	578507	24971	578507	93194	1157015	16680	385671	93194	1157015	93194	1157015	24971	578507	24971	578507	93194	1157015	16680	385671	93194	1157015	93194	1157015	24971	578507	24971	578507	93194	1157015	16680	385671	93194	1157015	93194	1157015	24971	578507	24971	578507	93194	1157015	16680	385671	93194	1157015	93194	1157015	24971	578507	24971	578507	93194	1157015	16680	385671	93194	1157015	93194	1157015	24971	578507	24971	578507	93194	1157015	99787	1542687	99787	1542687	99787	1542687	99787	1542687	99787	1542687	99787	1542687	99787	1542687	99787	1542687	99787	1542687
249	1600	9628	16797	385671	93847	1157015	93847	1157015	25146	578507	25146	578507	93847	1157015	16797	385671	93847	1157015	93847	1157015	25146	578507	25146	578507	93847	1157015	16797	385671	93847	1157015	93847	1157015	25146	578507	25146	578507	93847	1157015	16797	385671	93847	1157015	93847	1157015	25146	578507	25146	578507	93847	1157015	16797	385671	93847	1157015	93847	1157015	25146	578507	25146	578507	93847	1157015	16797	385671	93847	1157015	93847	1157015	25146	578507	25146	578507	93847	1157015	16797	385671	93847	1157015	93847	1157015	25146	578507	25146	578507	93847	1157015	16797	385671	93847	1157015	93847	1157015	25146	578507	25146	578507	93847	1157015	16797	385671	93847	1157015	93847	1157015	25146	578507	25146	578507	93847	1157015	100486	1542687	100486	1542687	100486	1542687	100486	1542687	100486	1542687	100486	1542687	100486	1542687	100486	1542687	100486	1542687
250	1600	9628	16914	385671	94500	1157015	94500	1157015	25321	578507	25321	578507	94500	1157015	16914	385671	94500	1157015	94500	1157015	25321	578507	25321	578507	94500	1157015	16914	385671	94500	1157015	94500	1157015	25321	578507	25321	578507	94500	1157015	16914	385671	94500	1157015	94500	1157015	25321	578507	25321	578507	94500	1157015	16914	385671	94500	1157015	94500	1157015	25321	578507	25321	578507	94500	1157015	16914	385671	94500	1157015	94500	1157015	25321	578507	25321	578507	94500	1157015	16914	385671	94500	1157015	94500	1157015	25321	578507	25321	578507	94500	1157015	16914	385671	94500	1157015	94500	1157015	25321	578507	25321	578507	94500	1157015	16914	385671	94500	1157015	94500	1157015	25321	578507	25321	578507	94500	1157015	101185	1542687	101185	1542687	101185	1542687	101185	1542687	101185	1542687	101185	1542687	101185	1542687	101185	1542687	101185	1542687
251	1600	9628	17031	385671	95153	1157015	95153	1157015	25496	578507	25496	578507	95153	1157015	17031	385671	95153	1157015	95153	1157015	25496	578507	25496	578507	95153	1157015	17031	385671	95153	1157015	95153	1157015	25496	578507	25496	578507	95153	1157015	17031	385671	95153	1157015	95153	1157015	25496	578507	25496	578507	95153	1157015	17031	385671	95153	1157015	95153	1157015	25496	578507	25496	578507	95153	1157015	17031	385671	95153	1157015	95153	1157015	25496	578507	25496	578507	95153	1157015	17031	385671	95153	1157015	95153	1157015	25496	578507	25496	578507	95153	1157015	17031	385671	95153	1157015	95153	1157015	25496	578507	25496	578507	95153	1157015	17031	385671	95153	1157015	95153	1157015	25496	578507	25496	578507	95153	1157015	101884	1542687	101884	1542687	101884	1542687	101884	1542687	101884	1542687	101884	1542687	101884	1542687	101884	1542687	101884	1542687
252	1600	9628	17148	385671	95806	1157015	95806	1157015	25671	578507	25671	578507	95806	1157015	17148	385671	95806	1157015	95806	1157015	25671	578507	25671	578507	95806	1157015	17148	385671	95806	1157015	95806	1157015	25671	578507	25671	578507	95806	1157015	17148	385671	95806	1157015	95806	1157015	25671	578507	25671	578507	95806	1157015	17148	385671	95806	1157015	95806	1157015	25671	578507	25671	578507	95806	1157015	17148	385671	95806	1157015	95806	1157015	25671	578507	25671	578507	95806	1157015	17148	385671	95806	1157015	95806	1157015	25671	578507	25671	578507	95806	1157015	17148	385671	95806	1157015	95806	1157015	25671	578507	25671	578507	95806	1157015	17148	385671	95806	1157015	95806	1157015	25671	578507	25671	578507	95806	1157015	102583	1542687	102583	1542687	102583	1542687	102583	1542687	102583	1542687	102583	1542687	102583	1542687	102583	1542687	102583	1542687
253	1600	9628	17265	385671	96459	1157015	96459	1157015	25846	578507	25846	578507	96459	1157015	17265	385671	96459	1157015	96459	1157015	25846	578507	25846	578507	96459	1157015	17265	385671	96459	1157015	96459	1157015	25846	578507	25846	578507	96459	1157015	17265	385671	96459	1157015	96459	1157015	25846	578507	25846	578507	96459	1157015	17265	385671	96459	1157015	96459	1157015	25846	578507	25846	578507	96459	1157015	17265	385671	96459	1157015	96459	1157015	25846	578507	25846	578507	96459	1157015	17265	385671	96459	1157015	96459	1157015	25846	578507	25846	578507	96459	1157015	17265	385671	96459	1157015	96459	1157015	25846	578507	25846	578507	96459	1157015	17265	385671	96459	1157015	96459	1157015	25846	578507	25846	578507	96459	1157015	103282	1542687	103282	1542687	103282	1542687	103282	1542687	103282	1542687	103282	1542687	103282	1542687	103282	1542687	103282	1542687
254	1600	9628	17382	385671	97112	1157015	97112	1157015	26021	578507	26021	578507	97112	1157015	17382	385671	97112	1157015	97112	1157015	26021	578507	26021	578507	97112	1157015	17382	385671	97112	1157015	97112	1157015	26021	578507	26021	578507	97112	1157015	17382	385671	97112	1157015	97112	1157015	26021	578507	26021	578507	97112	1157015	17382	385671	97112	1157015	97112	1157015	26021	578507	26021	578507	97112	1157015	17382	385671	97112	1157015	97112	1157015	26021	578507	26021	578507	97112	1157015	17382	385671	97112	1157015	97112	1157015	26021	578507	26021	578507	97112	1157015	17382	385671	97112	1157015	97112	1157015	26021	578507	26021	578507	97112	1157015	17382	385671	97112	1157015	97112	1157015	26021	578507	26021	578507	97112	1157015	103981	1542687	103981	1542687	103981	1542687	103981	1542687	103981	1542687	103981	1542687	103981	1542687	103981	1542687	103981	1542687
255	1600	9628	17499	385671	97765	1157015	97765	1157015	26196	578507	26196	578507	97765	1157015	17499	385671	97765	1157015	97765	1157015	26196	578507	26196	578507	97765	1157015	17499	385671	97765	1157015	97765	1157015	26196	578507	26196	578507	97765	1157015	17499	385671	97765	1157015	97765	1157015	26196	578507	26196	578507	97765	1157015	17499	385671	97765	1157015	97765	1157015	26196	578507	26196	578507	97765	1157015	17499	385671	97765	1157015	97765	1157015	26196	578507	26196	578507	97765	1157015	17499	385671	97765	1157015	97765	1157015	26196	578507	26196	578507	97765	1157015	17499	385671	97765	1157015	97765	1157015	26196	578507	26196	578507	97765	1157015	17499	385671	97765	1157015	97765	1157015	26196	578507	26196	578507	97765	1157015	104680	1542687	104680	1542687	104680	1542687	104680	1542687	104680	1542687	104680	1542687	104680	1542687	104680	1542687	104680	1542687
